,0
27185,It made me nut during comp
27186,фу яка мерзота
27187,i want to die
27188,bestu game in the worldu
27189,I lost my Virginity cuz of this game
27190,"Крутая игра, правда нервов не осталось, обычно хожу по улице с палкой и бью прохожих чтобы не расслаблялись
"
27191,nice
27192,Good Game But Many Cheater
27193,ow yhis is better than r6
27194,it's like TF2 if terrorism and slightly more realism was slapped on there
27195,fun
27196,"very good game
"
27197,Wünscht sich ein besseres ANTI CHEAT TOOL!
27198,Love it Fun to play with friends and solo! Thumbs Up
27199,gg
27200,This game is very cool but its not playable it is full with Cheaters who try to boost their teammates......
27201,Very good whitout hackers
27202,Biggest HATE LOVE of my life.
27203,ok
27204,wholesome experience most people are very friendly
27205,It's fun
27206,эта игра научила меня русскому
27207,sick as f
27208,gaming doesn't have to be like this
27209,"
childhood love
"
27210,I just finished playing tutorial. I think it's time to play casual.
27211,"im a pro child gambler because of this game 100% recommend

ps. if you are under the age of 18 you should start gambling"
27212,takes a while to get the hang of but once u do its a laugh other than hackers
27213,fun game to learn the russian language
27214,anger issues  got real
27215,good gaem 👍
27216,Best FPS.
27217,YES
27218,gas said it fun and he is still ass cs tho
27219,"Pretty fun.
"
27220,"very good
"
27221,Great game!
27222,"cool game but you have to play the entire 15 rounds to get xp, if you leave you dont get anything"
27223,"my balls fell off
"
27224,i want my money back
27225,i love game
27226,"I played counter-strike: global Offensive for more than 500 hours and that's what I'll say, cs go is shit in anyone there is only: bombing schoolchildren, endless cheaters, team of motherfuckers and beautiful skins that don't give you anything yet and cost more than 100 thousand
"
27227,"i dont need to say anything thats already obvious, fucking full of cheaters"
27228,most of the team are always loud russians but good game i guess
27229, n1_iGarr
27230,It's counter strike i played it since 1.6 I like it.
27231,"The day i started playing countrStrok Globloffensiv i vouched to never touch grass again in my life, Because if you do, You fall off and become Dogwater. do not play this game if you arent ready for the dedication of a thousand lifetimes to NEVER IN YOUR LIFE BECOME SUCCESSFULL IN IT DONT DOWNLODER BLYET"
27232,"very good
"
27233,zing bought skins very easy to play i suggest buying prime
27234,best game ever
27235,"game is very fun!
"
27236,Fun.
27237,good
27238,good
27239,Amazing game
27240,"very good game i like it, the free game is good but premium is top so yea"
27241,"A good game
"
27242,good game
27243,"⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣟⠛⠉⠉⠉⠑⠋⠉⢛⢿⣻⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⠏⠉⢢⡀⠄⠄⠄⡠⠊⠉⠈⠿⠿⣿⣿⣿⣟⣿⣿
⣿⣿⣿⣇⣠⣤⡄⠄⣰⡧⠄⠄⠄⣵⠄⠄⢀⣤⣤⣸⣿⣿⣿⣿⣿
⣿⣿⣿⣿⡋⠉⠁⣠⡬⠃⠄⠄⠄⠈⠣⠄⠈⠉⠉⢻⣿⣟⣵⣿⣿
⣿⡟⠉⠄⠄⠈⠁⠄⠄⠄⠄⠄⠄⠄⠄⠄⠈⠉⠄⠈⠉⠻⣿⣿⣿
⣿⠄⠄⠄⠄⠄⠦⠴⣄⣀⠄⢀⣀⡤⠤⠤⠂⠄⠄⠄⠄⠄⣿⣿⣿
⣿⣧⠄⠠⢄⣄⠐⠈⠄⠉⠉⠁⠄⠄⠄⠄⠠⣀⡠⠄⠄⢸⣿⣿⣿
⣿⣿⣆⡀⠄⠉⢳⣖⣒⠂⠄⠄⠄⢐⠒⢲⠾⠉⠄⢀⣠⣿⣿⣿⣿
⣿⣿⣿⣿⣧⣶⣷⣿⢟⠋⠁⠄⠂⠂⢪⣫⡄⢀⣤⣿⢿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⢗⡆⣢⡔⡲⣯⣿⣷⣿⣿⣏⣸⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣯⣬⡨⡛⣋⠈⣈⣸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿"
27244,epijk
27245,Took me a bit of time to get used to the game. But persevered and now im loving it! Really competitive and when you find a team with good comms makes the game really enjoyable
27246,XD
27247,Great game. Endless fun
27248,Dont play this gamr
27249,bad game fr
27250,"Yes, this is CS:GO."
27251,"nah i dont 
nah"
27252,.
27253,pain but fun but still pain
27254,bread
27255,good
27256,pretty good0
27257,seems alright
27258,"I'm not that big on FPS games, but for some reason this was really fun. I also play on a laptop, and this game was a lot smoother than I expected it to be. I say try it out if you're skeptical."
27259,asd
27260,It is very funny :)
27261,Best game which i ever played .
27262,"i invested almost 200 hours into this game and i am still silver elite master / gold nova 1.

makes you think huh."
27263,Its an ok game.
27264,12/10 valve did good
27265,"Killed a man, killed another one, thought I was good at the game, realized they were bots, tried fighting real people,,,,,, died practiced 1111 hours, and got good now everyone is my slave."
27266,Game is 100% awesome there's no doubt about it but the hackers are ruining this game valve please ban hackers..
27267,gg
27268,just buy prime  comp is unplayable because hackers
27269,DON'T PLAY
27270,click heads
27271,пуп
27272,hit or miss depending on
27273,W
27274,"
"
27275,Lots of russians
27276,a
27277,great game add me hdavis29
27278,good
27279,Really good game
27280,Noriu verkt
27281,bad game
27282,Про мать лишнее
27283,mega
27284,nice
27285,"great game
"
27286,gud
27287,"Physics are great, better in my opinion. Easy to catch on
Some of the players can be a bit OP"
27288,pew pew gud
27289,"Death is a great teacher. Failure in Counter-Strike: Global Offensive is, as it always has been for this series, the greatest way to learn where you should have gone, what you shouldn't have done, and how you could have done better. Possibly the most addictive, frustrating and satisfying game I've ever played. Counter-Strike players spend a lot of time learning -- consequently, they are always getting better. Growth is an important factor in Global Offensive, especially if you're coming into Counter-Strike fresh or after a sabbatical. This is an extremely hardcore, skill-based first-person shooter, and it forces you to think differently than other modern shooters. If you’re a Call of Duty player, you’re going to need to change your play style to succeed here. Counter-Strike also tries developing into something new here as well, despite doing little to push itself beyond what it’s always done best. Global Offensive modifies old maps to keep veterans on their toes, and introduces official new modes that encourage different play styles for the first time in almost 15 years."
27290,good
27291,ppcovka
27292,Best anti-cheat
27293,teroristi su zly ludia kazdopadne dobra hra
27294,gud
27295,"I recommend it for people who don't suffer from anger because this game is very good, acceptable gameplay and that but only the amount of cheat that exists in this game is incredible, they could improve the anti cheat, even the characters' hitboxes are a bit broken as well to say."
27296,Lets goo
27297,game nhu dau buoi
27298,yyyyyyeeeeeeeeeee
27299,game
27300,very nais
27301,"ok
"
27302,.
27303,love it
27304,its fun... enough
27305,"Quite a fun game, but can't disable automatic re-zoom"
27306,DOGWATE
27307,iv dedicated my life to this game and when i have my first child i will train him day in and day out to be a cs prodigy because theirs no joy in the world better than csgo this will always be the OG fps of all time .
27308,don't play this game
27309,ok
27310,vey good game
27311,yes.
27312,sucks
27313,dddd
27314,calumea
27315,"A very good FPS. One of the pioneers of FPS in fact.
Can't go wrong with CS:GO.

C'mon give it a shot, you know you want to."
27316,dont remember asking tbh just wanted to leave a review cus it popped up
27317,classic
27318,"Got this game in back in 2018 didn't start playing it until 2021 in July, over the past year i've played the shit out of this game and it's a must have in my opinion it requires a lot of thinking on your end it's like chess if you think about it always have to be 3 steps infront of your opponent the game does get frustrating at times some days you'll be a god and other days just wont be your day but as long as you stay on the grind you'll be ok I recommend when you first start learning how to shoot the ak and m4a4 or the M4a1-s (depending on which one you prefer) after that learn how to throw some basic smokes on the maps you play most which will most likely be inferno, mirage, and Dust 2, as you play you'll get more game sense along the way but I recommend you try it!"
27319,Its ok
27320,"Counter strike is synonymous with the multiplayer first person shooter genre. It’s been around since 1999 (or the dawn of time in online gaming terms) and is still being played by millions of people every day. Although the gameplay remains as tight as ever, the dated graphics simply weren’t going to cut it for today’s demanding gamers – enter Global Offensive. It’s a complete overhaul of the game we know and love, with a new game engine, redesigned maps, character models and sounds, new weapons and more accessible game modes.

Valve attempted to update Counter Strike once before with CS:Source. It was incredibly popular, but also inconsistent – many of the intricate details crucial to competitive play were lost in translation, meaning many players stuck with the older game rather than learn new recoil patterns and grenade physics. This latest iteration looks to avoid the pitfalls of the past, combining the graphics of an updated Source engine with the fine tuning and precision of the original 1.6 release.

Counter Strike Global Offensive
As the majority of Valve’s employees are working hard on DOTA2 (and, we hope, Half Life 2 Episode 3) a third party developer has been drafted to help finish Global Offensive. Having worked on Left 4 Dead 2, the franchise is in the good hands of Hidden Path entertainment, who have already implemented a number of rebalancing updates based on player feedback during the open beta.

If you aren’t familiar with how Counter Strike works, you may be surprised that its two main game modes can be found, in one form or another, in almost every team-based fps available today. The most popular is defuse mode, indicated by a map’s DE_ prefix – they pit a team of terrorists, tasked with planting a bomb in one of two locations, against a team of counter-terrorist soldiers who must stop them at all costs.

Counter Strike Global Offensive
Each match is split into a series of rounds, where death means sitting out the clock while your teammates fight on without you. Because there are always two bomb sites to choose from, the counter-terrorists must balance their forces between them to keep them defended. If the bomb gets planted and you fail to defuse it before it blows, that round goes to the terrorists.

Although less popular from a competitive viewpoint, hostage rescue maps (easily spotted by the CS_ prefix) put the terrorists on the back foot, defending a group of AI-controlled hostages from the assaulting counter-terrorist forces.

Two new game modes have been added to Global Offensive, providing extra replay value beyond the gameplay we’ve come to expect from the series. Both are riffs on existing user mods made for the original Counter Strike.

Arms Race is an action-packed instant adrenalin rush, which puts one weapon in your hand and them rewards you with a different one after every kill. It’s a race to the finish, which can make for some hectic and fast-paced games. If you’re killed, you re-spawn instantly, so there’s no waiting around to get back to the action. Demolition combines the weapon awards of Arms Race with the objective-based gameplay of the defusal game type. Here, the challenge is to defeat the enemy team with a series of progressively weaker weapons.

Counter Strike Global Offensive
What makes the game are the maps. Classic ones such as Dust, Aztec, Office, Nuke and Inferno have all been lovingly recreated, with more detail than ever before. New maps too share the same design ethos, with large open areas reserved for the demolition game type and tighter, more compact levels saved for Arms race. Series veterans will love the new looks, as it makes them feel much more lifelike and less like a closed arena.

Counter Strike has always been a thinking man’s shooter, even if it doesn’t appear so on first inspection. It takes a lot of teamwork to get beyond the first hurdle of online play, so you might not get the most out of Global Offensive unless you invest the time. Although Counter Strike introduced many people to online multiplayer games, the refusal to add any significant changes to Global Offensive also makes it feel rather simplistic compared to today’s shooters. Aspects such as rank progression, character customisation and weapon unlocks are all rejected in favour of old school action. However, if you’re yearning for a game that puts more emphasis on tactics and teamwork than lone wolf gung-ho chaos, this is a worthy update that’s well worth your attention."
27321,valarante child game.... look to cartoon grapfix to make kid player happy like children show.. valarante cartoon world with rainbow unlike counter strike chad with dark corridorr and raelistic gun.. valarante like playhouse. valarant playor run from csgo fear of dark world and realism
27322,pain.
27323,It's pretty good game as far I can tell this game do need a little bit improvement of the cheating system so prime doesn't have to exist
27324,nice geam
27325,fuck this game holy shit.
27326,"pretty good but 谷歌翻译游戏反正好游戏 keeps killing me
"
27327,OK
27328,gool
27329,"gameplay
"
27330,"very good game with very small community a big problem with the game no market .. 
and all the box's are bad to much skins to win until you get the one you want you have to waste a lot of money  ..."
27331,cs surf
27332,very great grape!
27333,"2022/07/23 - 16 hour - this game very fun ! i think i put time in it !

"
27334,"Nice game! Valve is really listening to their players.

Vac works perfect! No hackers yet! :)

I am silver 3 when this review is written. Road to Global. We all gonna make it!"
27335,This game is making a comeback
27336,an amazing game
27337,good
27338,Good
27339,pew pew
27340,"Been playing for 852, Still love playing this."
27341,Very fun game to play
27342,"High frames, Low LMG range."
27343,fun
27344,"очень хорошая игра рекомендую поиграть с другом
p.s. остерегайтесь русских. их везде.
"
27345,...
27346,jeee
27347,g
27348,help me
27349,.
27350,I like this game for a long time now and i still loving playing it
27351,Bad Game Just Terrible
27352,"[b]Very good game. no cheaters at all. i mean its only 2 cheaters per game its not a big deal. thank you valve for making a good VAC system. i mean although i'm not cheating but every 5 days, game just kicks me out of the match telling me something triggered VAC system. so yeah every time i get 7 days cool down because of it (i can't restart my pc and verify the game files in time so) meanwhile some people spin in matches, and you will get at least 2 WH/Trigger cheaters in every single competitive match(mostly in GN or higher skill group). so yeah thank you so much valve[/b]"
27353,"Yes
"
27354,very good
27355,"good
"
27356,can't wait to play on source 2
27357,"game is pretty fun and a great use of everyones time. However, the game seems to be full of dirty RACISTS! I swear it is absolutely NUTS! I can not believe the people I've come across on here! BRING NOTCH BACK! BRING NOTCH BACK! JEB NEEDS TO GO! Minecraft is better NO CAP!"
27358,VAC for nothing
27359,"Really cool game, I like that you only pay to get acces to skins etc"
27360,rusların amina goyum
27361,its cool
27362,yes
27363,Good
27364,"A nice good game.
27.3 hrs last two weeks / 307.4 hrs on record"
27365,skill cap obsene but if you start with the p90 you can have some fun
27366,best game
27367,"Сумасшедшая игра!
"
27368,verlet was here
27369,FUN
27370,If I had a dollar for every time someone screamed at me in a different language.
27371,best game
27372,best game ever wuhuuuu
27373,Hardcore but good as..
27374,very good game
27375,im  good how are u
27376,yes
27377,"die nigga
"
27378,"first point and click game that my dad bought when I was in middle school
"
27379,very good game i recommend playin it !
27380,"I you hate yourself, that this is for you :)"
27381,It is amazing! Defo recommend!
27382," ┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌
 ┌┌┌┌┌┌┌┌┌┌┌█████┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌
 ┌┌┌┌┌┌┌┌┌┌███████┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌
 ┌┌┌┌┌┌┌┌┌███┌┌┌██┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌
 ┌┌┌┌┌┌┌┌┌██┌┌┌┌██┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌
 ┌┌┌┌┌┌┌┌███┌┌┌┌███┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌
 ┌┌┌┌┌┌┌┌███┌┌┌┌███┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌
 ┌┌┌┌┌┌┌┌┌██┌┌┌┌┌███┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌
 ┌┌┌┌┌┌┌┌┌███┌┌┌┌┌███┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌
 ┌┌┌┌┌┌┌┌┌┌███┌┌┌┌┌████┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌
 ┌┌┌┌┌┌┌┌┌┌┌██┌┌┌┌┌┌████┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌
 ┌┌┌┌┌┌┌┌┌┌┌███┌┌┌┌┌┌┌███┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌
 ┌┌┌┌┌┌┌┌┌┌┌┌███┌┌┌┌┌┌┌███┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌
 ┌┌┌┌┌┌┌┌┌┌┌┌███┌┌┌┌┌┌┌┌███┌┌┌┌┌┌┌┌┌┌┌┌┌┌
 ┌┌┌┌┌┌┌┌┌┌┌┌┌██┌┌┌┌┌┌┌┌┌┌███┌┌┌┌┌┌┌┌┌┌┌┌
 ┌┌┌┌┌┌┌┌┌███┌███┌┌┌┌┌┌┌┌┌┌██┌┌┌┌┌┌┌┌┌┌┌┌
 ┌┌┌┌████████████┌┌┌┌┌┌┌┌┌┌┌███┌┌┌┌┌┌┌┌┌┌
 ┌┌████████┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌███┌┌┌┌┌┌┌┌┌
 ┌███┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌█████████┌┌
 ███┌┌┌┌█████████┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌█████┌
 ██┌┌┌███████┌████┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌███┌
 ██┌┌┌┌███┌┌┌┌┌┌┌███┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌██┌
 ███┌┌┌┌┌┌┌┌┌┌┌█████┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌██┌
 ┌███┌┌┌┌┌┌┌████████┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌██┌
 ┌┌████████████┌┌┌████┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌██┌
 ┌███┌██████┌┌┌┌┌┌┌████┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌██┌
 ┌███┌┌┌┌┌┌┌┌┌┌┌██████┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌██┌
 ┌┌████┌████┌██████████┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌██┌
 ┌┌┌████████████┌┌┌┌┌███┌┌┌┌┌┌┌┌┌┌┌┌┌███┌
 ┌┌┌┌██┌┌┌┌┌┌┌┌┌┌┌███████┌┌┌┌┌┌┌███████┌┌
 ┌┌┌┌████┌┌┌┌┌┌████████┌┌┌┌┌┌┌┌████████┌┌
 ┌┌┌┌┌████████████┌┌┌███┌┌┌┌┌███┌┌┌┌┌┌┌┌┌
 ┌┌┌┌┌┌┌┌███┌█┌█┌┌┌┌┌┌███┌┌┌███┌┌┌┌┌┌┌┌┌┌
 ┌┌┌┌┌┌┌┌███┌┌┌┌┌┌█████┌┌█████┌┌┌┌┌┌┌┌┌┌┌
 ┌┌┌┌┌┌┌┌┌██████████████████┌┌┌┌┌┌┌┌┌┌┌┌┌
 ┌┌┌┌┌┌┌┌┌┌██████████████┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌
 ┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌┌
"
27383,Great game
27384,Faceit only :)
27385,"Shit game but im playing this

"
27386,i love this game
27387,"ood game, competitive!"
27388,The best fps game ever!!!!
27389,best game
27390,Best game to rage cc
27391,only 2.2 hours on record but I tell you what I'm prolly the best player and most likely will get rank global silver
27392,Хорошая игра всем советую!
27393,"its a good game

got screamed at by a small russian child and then he votekicked me.

10/10 would play again
"
27394,hhaving to pay for a crate and a key is dumb
27395,AMAZING!!
27396,awesome game
27397,good game
27398,"csgo is one of those games where you love it but at the same time you feel like valve is just dragging you by the balls and is throwing you  around the room just casually d**king with you. 
10/10"
27399,loved it
27400,dwa
27401,Laude ka cs go
27402,Xd
27403,NEVER GET THIS GAME.  THE GUNS ARE INSANE AND DONT KILL
27404,good
27405,Very good Fps game l recommend to try
27406,russia
27407,It's a shooty game.
27408,asd
27409,kurac od igre
27410,bad
27411,would say you need prime to play the game unless you want  to play constant hackers
27412,cool
27413,i want knife
27414,Ok)
27415,Amazing Game 10/10!
27416,good gaem
27417,zhsfa
27418,naspa
27419,tortilla
27420,gucci game
27421,no
27422,"Counter-Strike:Global Offensive is a game developed by Valve, it is extemely difficult considering you have to wrangle your teammates, manage your economy, predict your enemies' economy, buy the correct sh*t then aim for the head and spray correctly; then there is a bunch of extra sh*t like grenades, objectives, utility and whatever the fu*k not; it's not a game for everyone, you have to be really good with your mouse, there is a story that someone was so good with his mouse, he bacame the mouse, the mouse permanently fused into his hand, now he has to use his other hand for certain things; the game has multiple maps including Dust 2, which is the only map, and Mirage but Mirage just really isn't working these days; the game will bring you many fun experiences like playing with Aldon Hilter as he only buys a Negev and unpolitely refuses to buy anything else as we lose 14-16 against 4 bots; this game is fun in the words of a certain person this is fu*king gameplay: you can play as the terrorists and blow sh*it up while praising the one god or you can play as the counter terrorists who counter the terrorists terrorizing terrorism; some of the guns are: the Deagle, the AK-47, the P90, the AWP, but the most important and deadliest of all is the decoy grenade, not many people know that every Decoy grenade is sent from the deepes circle of hell where the souls of the damned are burned and seared alive for all eternity; on your journey to become better at this game you will encounter smurfs, non-billingual russians, toxicity, mute people, people who make you realise that CS:GO causes metaphysical retardation or at least will make you conider that being true, but the worst of all the people who type ""Nice Try"" after you fu*king fail your shi*ty clutch attempt; there are a lot of mods for the game like bunny hopping servers, 1v1 servers, surfing servers, Jailbreak, and a lot of other stuff; I almost forgot to mention the skins, every single gun can be cosmetically customized if you have the money, every skin is different and has a different price ranging your generic pistol skin to a 1600$ knife skin; it's a great game, it's also perfectly fu*king free, so go get it."
27423,rteqAYUITFRGBRIHEKIJF6UQE87BI
27424,Shitty game when someone In my team killed me and I shoot back I get 7days banned fck this game and lot of fucking grief players
27425,Every single match has at least 1 cheater.
27426,3
27427,The Best game on steam but it has the worst anticheat.
27428,nice
27429,"great game, come across the occasional hacker but everyone usually votes to kick anyway. basic fps game highly recommend"
27430,rage quit
27431,i dont play the actual game but damn the community servers are great
27432,ok
27433,Game hay
27434,Hard but worth it to learn.
27435, Source2 Requires to be better
27436,Training program for war hungry russians with putin icons? :-O
27437,"Good game. Easy to learn. However, needs to focus on trust factor issues with legit players, and dealing with cheaters."
27438,"Слава России! Единству Слава! Бояре, холопы, хозяева, рабы, должны слиться в экстазе единства! Что бы Россия была Великая и Мощная! Наша любовь к Путину объединяет все классы и слои населения! СЛАВА ПУТИНУ! УРА! УРА! УРА!﻿"
27439,HvH
27440,"it'z the BOMB........
"
27441,most exciting game
27442,rtu djhghntydfhjngnghf yes
27443,fun
27444,"Turn a corner and get sniped by a camper using awp, next match, turn a corner and get sniped by a camper using an awp, rinse and repeat"
27445,decent
27446,geda kumar
27447,"Hmm, to be honest it depends on the teammates you get. By that I mean there are wholesome people that make the game fun despite of the outcome, whether it's losing or winning. They don't target someone based on their leaderboard stance because they are out there to have fun. Some of them are idiots but they are fun to play with nonetheless.
Then there are toxic people, they'll pretty much attack you for anything. The extends they can take sometimes make me wonder if they are okay. Playing with them is like if we are always losing, even if the outcome of the match is a win."
27448,"The only game where aiming at the floor to accurately hit someone in front of you is a ""feature""."
27449,fun
27450,very good game btw im silver
27451,nice
27452,great
27453,nhu cai dau buoi
27454,noice
27455,Love this game perfect for competition between your friends and you
27456,<3
27457,goood game :D
27458,ball
27459,Love
27460,HHHHHHHHHH???????
27461,TRASH MM :)
27462,n
27463,Noice
27464,Very Good. Russian Comrade Best Comrade
27465,best game
27466,It's fucking CS:GO.
27467,I sniped at someone's balls
27468,goof
27469,"AWSOME IF UR NOT a RETARD
"
27470,"Good game but the cheater's are to much valve should do something about it there is no way that you will play 5 matches in row without some one cheat on your side or other, most of time is your enemy and they don't ban any of them because lot of time's i get the same cheater even i reported him 10 time's lol how then the ban system works, if you are new to this  game recommend to avoid for sure good luck to get rank up :D  Over watch what they say will ban the people is literally broken there is people who will say that they don't cheat even if they cheat because the system is bad if 8 out of 10 say he cheat he will get true without ban because 2 troll's say he don't, what kind of fair vote system is this, if this was my game i would make people who check all this you make so much money can't you get few guy's who go true this report's what the hell do your job. But yeah valve better give chance to vote to troll who is happy to see cheater's in the game, i don't see any fair Game Play in future if they don't start think about this..."
27471,fyeeee
27472,Very good
27473,Nice
27474,the best place to hear the n word and recordings of preachings
27475,Good game
27476,fun
27477,pretty good game awosome
27478,"funny people go shoot shoot fun

tried this in real life and assaulted my 12 year old son with a glock 18. overall great game :)
"
27479,okey
27480,game took my childhood
27481,Noce game
27482,super
27483,i dont want to have to put time into getting good in this game so for right now it sucks cause i like being good at games
27484,amazing
27485,i regret getting steam
27486,its dope
27487,"8
"
27488,sdf
27489,"GOD GAME
"
27490,e
27491,"IM BAD Xd
"
27492,THEY NEED TO CHANGED THE ANTI-CHEAT TO SOMETHING BETTER
27493,"gud
"
27494,good
27495,RUSH B
27496,nice game
27497,"Great game.
Recommended to everyone"
27498,"eh
"
27499,"Because of this game, I have a gambling addiction"
27500,"NUB GAME
"
27501,gud
27502,Wow the csgo devs are straight retarded and don't know how to code an old game. Like if you cant fix it just delete all the code you would be doing all of us a favor by releasing us from the pain of gambling for overpriced skins which borders on unethical. Like who the fuck wants your shit steam currency.
27503,"If you read this as a 20-50 year old grumpy man this is the game for you because you can get pissed off at kids and the community supports you. If you are bellow the age of 20 prepare to get F***** up by 10 year veterans living in there mums basement.

Good Game 10/10"
27504,cs:go good :)
27505,I don't want to talk about my gambling addiction on this -10/10
27506,awesome wow
27507,THIS GAME IS SO FUN LOL ITS THE BEST
27508,go wonder
27509,d
27510,cool game
27511,very swag
27512,i shid
27513,VERY GOOD GAME I ENJOY :)
27514,men
27515,gun
27516,We need new operations
27517,dont accidently team kill in comp
27518,fun
27519,"bad ga,me"
27520,if u love naked guys play this
27521,"yes :D 

headshots are fun :D"
27522,makes me wanna live and die at the same time
27523,"fun and fair
"
27524,poopass
27525,love the game so much
27526,BOOTY BUTT BUNS
